image_path,participant,difficulty
tracking_data_download\participant_15\extracted_images\capture__1630364536313.4277.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536373.2673.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536451.5674.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536505.4226.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536620.1155.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536647.0454.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536718.8523.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536785.6736.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536862.4685.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364536961.2048.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364537025.0332.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364537046.9736.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364537151.6946.png,participant_15,hard
tracking_data_download\participant_15\extracted_images\capture__1630364391307.2805.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391445.421.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391506.258.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391589.037.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391657.9724.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391705.8398.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391803.5786.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391856.4373.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391968.1387.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364391993.0715.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392069.8665.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392178.5754.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392200.5183.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392268.3357.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392374.0664.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392398.9856.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392495.726.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392572.1997.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392640.0193.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392701.8518.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392770.6685.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392842.4763.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364392900.9583.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393042.0933.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393042.0933.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393113.1035.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393177.9304.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393262.9148.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393294.8306.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393404.047.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393466.8784.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393606.5051.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393606.5051.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393712.2224.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393736.1587.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393804.9746.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393910.6907.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364393973.5225.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394000.4502.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394107.1665.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394184.957.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394247.7915.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394307.6287.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394377.0056.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394462.777.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394522.6162.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394551.5386.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394668.2273.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394731.7378.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394800.554.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394859.3965.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364394949.2798.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395015.1042.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395080.9277.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395163.706.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395239.5034.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395316.298.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395378.1328.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395448.9424.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395506.7874.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395572.6138.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395594.553.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395711.243.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395783.049.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395864.83.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395910.8293.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364395995.113.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396064.9265.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396145.7134.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396234.4785.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396254.427.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396333.2153.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396393.0632.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396463.8726.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396541.1792.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396609.5051.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396670.342.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396766.087.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396848.8645.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396919.676.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364396982.5073.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397042.3481.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397110.1653.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397197.9304.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397306.6409.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397332.5698.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397405.3755.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397465.2158.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397531.055.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397596.8633.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397675.6533.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397743.1929.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397846.916.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397878.8293.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364397937.6716.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398003.0894.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398112.3064.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398172.1455.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398249.9375.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398276.866.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398367.6262.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398456.3855.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398521.2107.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398580.053.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398641.8884.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398734.64.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398796.474.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398906.1804.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398933.1084.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364398998.9321.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399070.7405.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399136.566.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399198.399.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399276.1907.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399339.0222.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399440.4004.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399504.9724.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399569.7654.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399649.5508.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399711.3867.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399772.2244.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399844.0308.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399868.3286.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364399980.2922.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400050.3865.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400118.2039.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400202.2324.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400269.0527.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400332.8823.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400411.6726.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400512.4023.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400534.3428.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400602.1624.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400671.9746.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400728.8225.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400805.6177.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400874.4343.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364400948.2358.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401035.0056.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401102.8252.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401184.6035.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401252.4216.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401323.8193.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401380.6682.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401440.5085.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401578.816.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401603.2075.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401671.9453.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401730.789.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401812.5696.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401869.417.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364401940.2288.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402015.0278.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402117.7544.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402145.6787.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402244.4136.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402305.2522.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402382.0452.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402455.8484.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402515.688.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402545.6072.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402634.88.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402726.8367.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402784.6812.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402854.4944.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364402933.287.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403007.0898.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403071.5857.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403183.2878.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403212.2097.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403286.524.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403344.368.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403405.714.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403464.5564.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403547.335.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403614.156.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403708.9033.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403780.7102.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403836.561.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403924.3284.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364403983.1692.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404052.9827.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404119.8032.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404143.7407.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404264.4507.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404322.7668.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404383.6045.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404450.4253.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404544.1743.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404603.0173.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404674.8247.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404783.5369.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404803.483.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404891.7603.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364404979.5237.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405003.46.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405070.282.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405150.0674.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405222.8728.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405312.633.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405391.4219.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405431.3147.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405543.0159.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405574.9304.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405656.7144.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405723.5342.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405752.4556.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405868.6538.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364405945.4478.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406009.2773.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406078.0935.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406138.9302.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406209.7458.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406284.5444.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406377.296.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406399.2378.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406476.0317.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406576.7622.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406661.5361.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406691.4553.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406789.1936.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406812.133.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406904.884.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364406978.6877.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407053.4868.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407123.3008.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407185.1348.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407275.8923.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407338.729.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407454.3157.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407480.2456.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407540.5945.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407614.3977.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407671.2454.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407736.0715.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407811.8687.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407880.684.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364407981.4148.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408050.2312.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408116.055.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408182.876.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408255.6812.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408327.4885.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408386.3313.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408410.2683.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408516.9834.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408607.7395.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408660.5981.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408746.3682.png,participant_15,medium
tracking_data_download\participant_15\extracted_images\capture__1630364408810.1978.png,participant_15,medium
tracking_data_download\participant_2\extracted_images\capture__1626358034717.9917.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358034812.9917.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358034875.9934.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358034937.9937.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035001.9934.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035066.993.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035146.9912.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035211.9905.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035276.9934.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035369.991.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035434.9907.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035497.9912.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035563.9912.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035644.8972.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035706.8977.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035771.2046.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035836.2056.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035931.205.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358035995.2083.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036070.169.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036138.1677.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036204.1682.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036263.1702.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036327.1677.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036395.1682.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036457.2312.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036540.234.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036603.2334.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036700.4763.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036763.476.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036829.4753.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036892.4756.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358036970.4763.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037035.4775.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037100.4768.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037163.5063.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037260.4792.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037322.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037403.4783.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037467.4763.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037533.4766.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037590.4768.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037658.4753.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037723.4756.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037788.476.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037900.478.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358037936.4763.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038025.4783.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038090.475.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038155.4749.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038219.4768.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038299.4753.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038364.4807.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038426.4773.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038521.4756.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038587.4756.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038619.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038731.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038796.4795.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038858.4756.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038923.4785.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358038987.475.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039084.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039147.4785.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039195.5066.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039272.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039355.4766.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039421.475.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039483.478.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039547.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039628.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039706.4768.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039751.4768.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039819.478.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039916.4802.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358039980.4788.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358040043.475.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358040123.4758.png,participant_2,easy
tracking_data_download\participant_2\extracted_images\capture__1626358040192.5027.png,participant_2,easy
